Feature,Importance
cat__Model_Baleno Alpha (O) 1.2,9.916375741012553e-07
cat__Model_Creta SX Plus 1.6 AT CRDI,9.896783784968292e-07
cat__Model_Scorpio S5 2WD 7 STR,9.853261048124947e-07
cat__Model_Creta SX 1.6 AT CRDi,9.85231365714555e-07
cat__Model_R-Class R350 4MATIC,9.82535188357967e-07
cat__Model_Elite i20 Asta 1.2 (O) [2016],9.819702087190272e-07
cat__Model_Harrier XZ,9.726717199731371e-07
cat__Model_Compass Limited 2.0 Diesel [2017-2020],9.614234825193895e-07
cat__Model_E-Class E200 CGI Blue Efficiency,9.581434914410817e-07
cat__Model_City VX (O) MT,9.57457199032568e-07
cat__Model_Seltos HTX Plus 1.5 Diesel [2020-2021],9.519225744813064e-07
cat__Model_Q5 2.0 TDI quattro Premium,9.518089624802783e-07
cat__Model_Innova 2.5 GX BS IV 7 STR,9.43704550683647e-07
cat__Model_Seltos HTK 1.5 Diesel [2020-2021],9.403879053481791e-07
cat__Model_Nexon XMA Petrol,9.246302446989853e-07
cat__Location_Haldwani,9.14871434490962e-07
cat__Model_A3 35 TDI Premium + Sunroof,9.036351728698802e-07
cat__Model_Vitara Brezza LDi (O) [2016-2018],9.034986888290268e-07
cat__Model_Harrier XZA Plus Dual Tone,9.013776946488258e-07
cat__Location_Aurangabad,8.893240758071067e-07
cat__Model_Polo 1.2 TDI,8.730356279407456e-07
cat__Model_Manza Aqua Safire BS-IV,8.587996040572005e-07
cat__Model_Camry Hybrid,8.561998916906089e-07
cat__Location_Valsad,8.505990486241995e-07
cat__Model_Q7 35 TDI Premium Plus + Sunroof,8.397930008190671e-07
cat__Model_i20 Magna 1.2,8.381909179913395e-07
cat__Model_GLA 200 CDI Style,8.175093425244766e-07
cat__Model_C-Class 250 CDI Avantgarde,8.11757798371709e-07
cat__Model_XC60 Inscription [2017-2020],8.026519058938171e-07
cat__Model_Grand i10 Asta 1.2 Kappa VTVT [2013-2016],8.018337513713053e-07
cat__Model_A4 2.0 TDI (177bhp) Premium Plus,8.012159850252611e-07
cat__Model_Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],7.969729485059856e-07
cat__Model_Santa Fe 4 WD (AT),7.854791826662198e-07
cat__Model_Creta SX (O) 1.5 Diesel Automatic,7.848309745756672e-07
cat__Location_Gorakhpur,7.754595412230139e-07
cat__Model_Q2 Premium 40 TFSI quattro,7.559901531876694e-07
cat__Model_Innova 2.5 G 7 STR BS-IV,7.394501569168868e-07
cat__Model_Thar LX 4-STR Hard Top Petrol AT,7.369307849191365e-07
cat__Model_E-Class E200,7.342005449015659e-07
cat__Model_Verna 1.6 VTVT SX,7.301112487157689e-07
cat__Model_Vitara Brezza VDi,7.186224828895425e-07
cat__Model_Innova 2.5 ZX 7 STR BS-IV,7.174765145275439e-07
cat__Fuel Type_Cng,7.161782276668119e-07
cat__Model_Alcazar Prestige 7 STR 1.5 Diesel,6.982898160572306e-07
cat__Model_Creta SX 1.6 AT Petrol,6.944183995433085e-07
cat__Model_Vento Comfortline Petrol AT,6.93786896800884e-07
cat__Model_Civic 1.8V MT,6.893006970662961e-07
cat__Model_Hector Sharp 1.5 DCT Petrol [2019-2020],6.825346309788566e-07
cat__Model_Astor Sharp EX 1.5 MT,6.782382631488042e-07
cat__Model_3-Series 320d Sport Line [2014-2016],6.730287399435802e-07
cat__Model_Brio S MT,6.699522822855281e-07
cat__Model_Harrier XZ [2019-2020],6.693039707245506e-07
cat__Model_E-Class E250 CDI BlueEfficiency,6.473969099822957e-07
cat__Model_Creta 1.4 S Plus,6.425240016967411e-07
cat__Model_Corolla Altis GL Petrol,6.400512164077923e-07
cat__Model_Octavia Elegance 2.0 TDI AT,6.332427873041204e-07
cat__Model_Q3 35 TDI Technology with Navigation,6.271480661239294e-07
cat__Model_Wagon R LXI CNG (O),6.255659363449356e-07
cat__Model_Innova GX 2.4 AT 7 STR,6.210341405732088e-07
cat__Location_Dharwad,6.090609187834688e-07
cat__Model_Creta E Plus 1.4 CRDI,6.086802897256409e-07
cat__Model_C-Class 250 CDI Elegance,6.072704136228621e-07
cat__Model_XUV500 W11 AT,5.989032396648329e-07
cat__Model_Ciaz Alpha Hybrid 1.5 AT [2018-2020],5.986787182246372e-07
cat__Location_Rudrapur,5.883647106586627e-07
cat__Model_A4 2.0 TDI Technology,5.852269486479737e-07
cat__Model_Grand Vitara 2015 2.0 AT,5.848133600928298e-07
cat__Model_Duster 110 PS RXZ 4X2 MT Diesel,5.845023076545919e-07
cat__Model_Nexon XM,5.798434571506965e-07
cat__Model_Corolla Altis 1.8 G,5.718657238314666e-07
cat__Model_Ecosport Titanium 1.5 Ti-VCT,5.642006747216394e-07
cat__Model_Swift VXi,5.560607929752112e-07
cat__Model_Ertiga ZXi Plus,5.501464583095074e-07
cat__Model_Venue SX 1.0 Turbo iMT,5.492056054038956e-07
cat__Model_Sonet GTX Plus 1.5 AT [2020-2021],5.425772444281171e-07
cat__Model_Compass Limited (O) 1.4 Petrol AT [2017-2020],5.371292283881867e-07
cat__Model_XUV500 W9 [2018-2020],5.304939596902356e-07
cat__Model_Creta 1.6 E Petrol,5.270025865805864e-07
cat__Make_Datsun,5.177315511915554e-07
cat__Location_Bhopal,5.162315532947835e-07
cat__Model_Verna 1.6 VTVT SX (O),5.110091939204159e-07
cat__Model_Marazzo M2 8 STR,5.09726404062142e-07
cat__Model_Thar AX 6-STR Soft Top Petrol MT,5.077480816721165e-07
cat__Model_Elantra 1.8 SX AT,5.035042117750013e-07
cat__Model_Duster 85 PS RxL,4.961338837699538e-07
cat__Model_Q5 45 TFSI Premium Plus,4.881362393787565e-07
cat__Model_Safari XZ Plus,4.842324790967254e-07
cat__Model_Venue SX Plus 1.0 Turbo DCT,4.830435039608057e-07
cat__Model_Polo Highline1.5L (D),4.769641388449948e-07
cat__Model_City VX CVT,4.760714681351445e-07
cat__Model_Sonet GTX Plus 1.0 iMT [2020-2021],4.750365459414593e-07
cat__Model_Swift VXi [2014-2017],4.744538727621665e-07
cat__Model_Scorpio S3 2WD 7 STR,4.7418700921906177e-07
cat__Model_XL6 Alpha MT Petrol,4.7171089563112414e-07
cat__Model_Scorpio VLX 2WD BS-IV,4.69516118151011e-07
cat__Model_X5 3.0d,4.612961277273591e-07
cat__Model_DZire ZXi AGS,4.565814915892663e-07
cat__Location_Purnea,4.551374442209454e-07
cat__Model_Polo Comfortline 1.5L (D),4.460289989889917e-07
cat__Model_Amaze 1.5 VX CVT Diesel,4.4429881289238304e-07
cat__Model_Baleno Alpha Automatic,4.436191468274447e-07
cat__Model_Vitara Brezza VXi,4.4214907068509776e-07
cat__Model_3-Series 320d,4.416440744608291e-07
cat__Model_Innova 2.5 E,4.366779283770294e-07
cat__Model_Scorpio VLX 2WD Airbag BS-IV,4.331974846631747e-07
cat__Model_Creta SX (O) 1.5 Petrol CVT [2020-2022],4.3317563575913376e-07
cat__Model_Kwid 1.0 RXT [2016-2019],4.330705256636419e-07
cat__Model_Swift ZXi,4.2251788495690006e-07
cat__Model_Innova 2.4 VX 7 STR [2016-2020],4.1984803501694e-07
cat__Model_Celerio LXi,4.1820004173318903e-07
cat__Model_Swift DZire VXI,4.148541036234068e-07
cat__Model_V40 Cross Country D3,4.118675489608388e-07
cat__Model_E-Class E 200,4.0932069189043654e-07
cat__Model_Scorpio S11 2WD 7 STR,4.0806589413661695e-07
cat__Model_Mobilio RS Diesel,4.073921928927957e-07
cat__Model_Hector Sharp 2.0 Diesel Turbo MT,4.0495534149494383e-07
cat__Model_Swift DZire VDI,4.039325765184931e-07
cat__Location_Bhubaneswar,4.036837613462583e-07
cat__Model_Creta E Plus 1.6 Petrol,3.992396777854604e-07
cat__Model_Ciaz S 1.4 MT,3.9808006607827633e-07
cat__Model_City V Petrol [2017-2019],3.9759272248762324e-07
cat__Model_Fortuner 3.0 4x4 AT,3.9302180572272185e-07
cat__Model_BR-V V CVT Petrol,3.883006229778925e-07
cat__Model_E-Class E220 CDI Blue Efficiency,3.8825763568003866e-07
cat__Model_Ritz Vxi (ABS) BS-IV,3.844546868716589e-07
cat__Model_Ecosport Titanium+ 1.5L TDCi,3.812572132304369e-07
cat__Model_Octavia 1.8 TSI L&K,3.780815246854531e-07
cat__Model_Vento Comfortline Petrol,3.769801509229281e-07
cat__Model_X1 xDrive20d M Sport,3.737452202783068e-07
cat__Model_Swift ZXi Plus [2018-2019],3.7275819516249266e-07
cat__Model_Yaris V CVT,3.7113274141859855e-07
cat__Model_Compass Limited 2.0 Diesel 4x4 [2017-2020],3.7071287375935525e-07
cat__Model_A4 35 TDI Premium Sunroof,3.69328295340991e-07
cat__Model_Ciaz Delta 1.4 MT,3.6544524193463344e-07
cat__Model_Verna SX (O) AT Anniversary Edition 1.6 VTVT,3.650945265633157e-07
cat__Model_Ertiga VXI CNG,3.6490413460374095e-07
cat__Model_Vitara Brezza ZDi Plus AGS,3.624485812150551e-07
cat__Model_Ecosport Ambiente 1.5L Ti-VCT,3.6237562542426123e-07
cat__Model_Compass Longitude Plus 2.0 Diesel 4x4 AT,3.6004844721757844e-07
cat__Model_CLA 200 CDI Sport (CBU),3.58812308249617e-07
cat__Model_Tigor Revotron XM,3.5479517869047765e-07
cat__Model_Scorpio S11 4WD 7 STR,3.537060036107217e-07
cat__Model_Polo Highline1.0L (P),3.5323245521477315e-07
cat__Model_Ecosport Trend 1.5 Ti-VCT,3.481238802724889e-07
cat__Model_City VX Petrol [2017-2019],3.474274714393438e-07
cat__Model_Verna Fluidic 1.6 VTVT SX,3.4656192431893204e-07
cat__Model_C-Class C 250 CDI BlueEFFICIENCY,3.440325713201282e-07
cat__Model_Q3 35 TDI Premium,3.4330953923087507e-07
cat__Model_Ecosport Titanium 1.5L TDCi,3.380767757872715e-07
cat__Model_Harrier XZA Plus,3.3600584124188863e-07
cat__Model_Innova 2.7 VX 7 STR [2016-2020],3.348209406765287e-07
cat__Model_Tiago Revotron XE [2016-2019],3.311157532784447e-07
cat__Model_A-Class A 180 Sport Petrol,3.211180748216943e-07
cat__Brand_Mitsubishi,3.207944279443746e-07
cat__Model_Baleno Alpha 1.2,3.181961384129052e-07
cat__Model_Figo Titanium1.5 TDCi,3.175604433063096e-07
cat__Model_Pajero 2.5 MT,3.1392215646426864e-07
cat__Model_City V Petrol,3.125688343721328e-07
cat__Model_Verna 1.6 CRDI SX,3.1214898338814365e-07
cat__Model_Polo Highline Plus 1.0L TSI,3.105410260308508e-07
cat__Model_XL6 Zeta MT Petrol,3.062048654783034e-07
cat__Model_Q3 2.0 TDI quattro Premium Plus,3.0399700367595045e-07
cat__Model_City V,3.029807325330083e-07
cat__Model_Wagon R ZXi 1.2 AMT,3.000274541011651e-07
cat__Model_Innova 2.5 G 8 STR BS-III,2.970797362834728e-07
cat__Model_Celerio ZXi,2.958578899684432e-07
cat__Model_Creta SX 1.5 Diesel [2020-2022],2.952851204857215e-07
cat__Model_Polo Comfortline 1.2L (P),2.934794063166768e-07
cat__Model_A4 2.0 TDI (177bhp) Premium,2.933324297048072e-07
cat__Model_City V CVT Petrol [2017-2019],2.918630413466168e-07
cat__Model_S-Cross Alpha 1.3,2.8624952403292717e-07
cat__Model_Innova 2.7 ZX AT 7 STR,2.856124384727205e-07
cat__Owner_4 Or More,2.830866862667915e-07
cat__Model_City V Diesel,2.8232780552991963e-07
cat__Model_Zest XE 75 PS Diesel,2.813213829632738e-07
cat__Model_City S Petrol,2.7925756203023455e-07
cat__Model_Swift DZire LXI (O),2.789317626024398e-07
cat__Model_Aspire Titanium1.5 TDCi [2018-2020],2.7855525344441025e-07
cat__Model_Celerio ZXi AMT [2019-2020],2.765897984793891e-07
cat__Model_DZire VDi,2.736329998015037e-07
cat__Location_Meerut,2.733625520574821e-07
cat__Model_Vento Highline Plus 1.6 (P),2.7263361596704996e-07
cat__Model_Swift LXi,2.6947635338687823e-07
cat__Model_Alcazar Signature (O) 6 STR 2.0 Petrol AT,2.6504736176392093e-07
cat__Model_Bolero SLE BS IV,2.6472150838876903e-07
cat__Model_Wagon R LXI CNG,2.644340091022627e-07
cat__Model_Compass Longitude (O) 1.4 Petrol AT [2019-2020],2.623428955115992e-07
cat__Model_Creta 1.4 S,2.565087766180814e-07
cat__Model_Q5 2.0 TDI quattro Premium Plus,2.558616783297134e-07
cat__Model_Celerio VXi AMT,2.54576455900136e-07
cat__Model_Baleno Zeta 1.2 AT,2.5445140614287283e-07
cat__Model_Swift ZXi AMT [2018-2019],2.5384162431430446e-07
cat__Model_Swift ZDi,2.510987423764706e-07
cat__Model_S-Cross Alpha 1.6,2.471625064827338e-07
cat__Model_DZire VXi,2.469471532478825e-07
cat__Model_Vitara Brezza VDi AGS,2.4636946716315964e-07
cat__Model_Seltos HTX 1.5 [2020-2021],2.4563187272924356e-07
cat__Location_Amritsar,2.446212677326071e-07
cat__Model_Alto VXi (O) [2014-2019],2.4363166787112127e-07
cat__Model_Redigo T(O) 1.0 [2017-2019],2.3714459147157116e-07
cat__Model_Thar CRDe 4x4 Non AC,2.361792753002141e-07
cat__Model_XUV500 W4 1.99,2.358422830743529e-07
cat__Model_Corolla Altis 1.8 VL AT,2.3491264690594694e-07
cat__Model_Ciaz Delta Hybrid 1.5 AT [2018-2020],2.3380380452030288e-07
cat__Model_Harrier XT Plus Dark Edition,2.3257252049470753e-07
cat__Location_Muzaffurpur,2.3218739504560747e-07
cat__Model_Innova 2.7 GX AT 7 STR [2016-2020],2.314867019192745e-07
cat__Model_Santro Era,2.2763197616364364e-07
cat__Model_Duster 110 PS RxL,2.2659213348231483e-07
cat__Model_Ritz Vdi BS-IV,2.2643065156519547e-07
cat__Model_Verna Fluidic 1.6 VTVT SX AT,2.2497252178462538e-07
cat__Model_Creta 1.6 SX Plus Petrol,2.2474533570784695e-07
cat__Model_Elite i20 Sportz 1.5 MT Diesel,2.2467904819352425e-07
cat__Model_Ciaz Alpha Hybrid 1.5 [2018-2020],2.220783849495565e-07
cat__Model_Thar LX 4-STR Hard Top Diesel MT,2.2036672997585393e-07
cat__Model_Ertiga VDi,2.1728024349913368e-07
cat__Model_E-Class E 200 Avantgarde,2.1394127615992757e-07
cat__Model_Venue SX (O) 1.0 Turbo iMT,2.1309503423255253e-07
cat__Model_Etios Liva GD,2.1113911764648254e-07
cat__Model_Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2.1016268691835267e-07
cat__Model_i20 Active 1.4 S,2.0849138919181907e-07
cat__Model_Ritz Ldi BS-IV,2.0636483027742547e-07
cat__Model_Tucson GLS 2WD AT Petrol,2.043812865708343e-07
cat__Model_Corolla Altis 1.8 G AT,2.0084226697615066e-07
cat__Model_Safari 4x2 EX TCIC,1.984536738921422e-07
cat__Model_Kwid 1.0 RXT Edition,1.9779668186885526e-07
cat__Model_Ameo Highline1.2L (P) [2016-2018],1.964653585805426e-07
cat__Model_City 1.5 S MT,1.934240735074471e-07
cat__Model_Verna Fluidic 1.6 CRDi SX,1.931855625559565e-07
cat__Model_Elite i20 Sportz 1.2 MT,1.9206409051147693e-07
cat__Model_Wagon R LXi 1.0 CNG,1.911872237075662e-07
cat__Model_Xcent S 1.1 CRDi (O),1.8976731577835105e-07
cat__Model_Kwid 1.0 RXT AMT Opt,1.8820423060675442e-07
cat__Model_Nexon XZA Plus Petrol,1.8726992997175647e-07
cat__Model_B-class B180 Sports,1.8657993464082205e-07
cat__Model_A-Class A 200d,1.8607410441064182e-07
cat__Model_X1 sDrive20i xLine,1.8533935970445104e-07
cat__Model_Kushaq Style 1.0L TSI AT,1.8515917797303982e-07
cat__Model_XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,1.8499089038384094e-07
cat__Model_Yaris J CVT [2018-2020],1.8418086455640097e-07
cat__Model_Thar AX 6-STR Soft Top Diesel MT,1.828514767070229e-07
cat__Model_Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],1.8273586255406016e-07
cat__Model_Innova 2.4 G 8 STR [2016-2017],1.81157063368427e-07
cat__Model_Elite i20 Sportz 1.2,1.7819523366494706e-07
cat__Model_Corolla Altis GL,1.7764344987545669e-07
cat__Model_Ritz VXI BS-IV,1.7610232376137897e-07
cat__Model_Kiger RXZ AMT,1.7519063597120723e-07
cat__Model_Tucson GL 2WD AT Petrol,1.7505132647277969e-07
cat__Model_Ciaz VDi SHVS,1.7335114863002597e-07
cat__Model_Santro Sportz AMT [2018-2020],1.717056940258799e-07
cat__Model_S-Cross Delta 1.6,1.697419285063921e-07
cat__Model_Etios VXD,1.6921596477625863e-07
cat__Model_Jazz V Petrol,1.6910914166729144e-07
cat__Model_Bolero Power Plus ZLX,1.685601045439036e-07
cat__Model_Elite i20 Asta (O) 1.0 Turbo DCT,1.6750235129987747e-07
cat__Model_Alto 800 Vxi,1.668614490329002e-07
cat__Model_Duster RXS 1.5 Petrol MT,1.663057731778798e-07
cat__Model_Seltos GTX Plus AT 1.4 [2019-2020],1.6541225170242418e-07
cat__Model_Eeco 5 STR WITH A/C+HTR [2019-2020],1.6530148141108465e-07
cat__Model_Sail Sedan 1.2 LS,1.649263276164748e-07
cat__Model_Nexon XM Diesel,1.6336293162195704e-07
cat__Model_Grand i10 Magna AT 1.2 Kappa VTVT,1.6318574594359702e-07
cat__Model_Rapid 1.5 TDI CR Ambition Plus AT,1.6212129182601319e-07
cat__Location_Kheda,1.6194148440149369e-07
cat__Model_Swift DZire VDi,1.6180683056492755e-07
cat__Model_Swift DZire ZXI,1.603827259019048e-07
cat__Model_Safari 2.2 EX 4x2,1.6018891085550632e-07
cat__Model_Elite i20 Magna Executive 1.2,1.5931451006881112e-07
cat__Model_Glanza G,1.5867667559623472e-07
cat__Model_Grande GX,1.5803520245117002e-07
cat__Model_Celerio ZXi AMT [2017-2019],1.5572278523984636e-07
cat__Model_Duster RXL Petrol,1.5400685282422834e-07
cat__Model_Xylo D2 BS-IV,1.5385078458512504e-07
cat__Model_Thar CRDe 4x4 AC,1.5267768645586608e-07
cat__Model_Vento Highline 1.0L TSI,1.4998641122025396e-07
cat__Model_Duster 110 PS RxZ Diesel,1.492495373246744e-07
cat__Model_Swift DZire LDI,1.4540060572617158e-07
cat__Model_A6 35 TDI Premium,1.4526060389317492e-07
cat__Model_City SV CVT,1.4407481928308482e-07
cat__Fuel Type_Lpg,1.4374360466544855e-07
cat__Model_S-Cross Zeta 1.3,1.4319410092128875e-07
cat__Model_Elite i20 Asta 1.4 CRDI [2016-2017],1.4318311403923566e-07
cat__Model_Rapid Style AT,1.400764244677428e-07
cat__Model_Rapid Ambition 1.6 TDI CR MT,1.3939646235160814e-07
cat__Model_i10 Magna 1.1 LPG,1.3773198472039395e-07
cat__Model_DZire VXi AMT,1.371098860234238e-07
cat__Model_Creta SX 1.6 (O) Petrol,1.3660987838398972e-07
cat__Model_Countryman Cooper S JCW Inspired,1.3606666630555888e-07
cat__Model_Nexon XZ Plus Dark Edition,1.359764042028819e-07
cat__Model_City 1.5 V MT,1.3509188187639582e-07
cat__Model_Grand i10 Magna 1.2 Kappa VTVT [2013-2016],1.3324847711121173e-07
cat__Model_Celerio X Zxi AMT [2017-2019],1.3221651647108253e-07
cat__Model_S-Cross Zeta 1.6,1.3082571225184706e-07
cat__Model_Wagon R VXI,1.2960556808911096e-07
cat__Model_Amaze 1.5 SX i-DTEC,1.292559323811253e-07
cat__Model_Fortuner 4x2 AT,1.284491327180397e-07
cat__Model_Kwid 1.0 RXL [2017-2019],1.2497385689537216e-07
cat__Model_Nexon XT Diesel [2017-2019],1.249413037284184e-07
cat__Model_Brio E MT,1.2414022173961194e-07
cat__Model_Ertiga Vxi CNG,1.2117316178198468e-07
cat__Model_Figo Duratorq Diesel ZXI 1.4,1.2075793108188534e-07
cat__Model_Jazz V AT Petrol,1.2022826669675522e-07
cat__Model_Duster 110 PS RXL 4X2 AMT [2016-2017],1.1998504285136194e-07
cat__Model_Rapid Monte Carlo 1.6 MPI MT,1.198685093167817e-07
cat__Model_Zen LXi BS-II,1.192289703615376e-07
cat__Model_Venue SX (O) 1.5 CRDi,1.1918292119079877e-07
cat__Model_Amaze 1.2 V CVT Petrol [2018-2020],1.1894815228020257e-07
cat__Model_Baleno Delta 1.2 AT,1.1808066791663756e-07
cat__Model_Wagon R VXi,1.176568967500699e-07
cat__Model_Nexon XZ Plus Diesel,1.1644013524828235e-07
cat__Model_Eon Magna +,1.1613927434664864e-07
cat__Model_Ciaz Alpha 1.4 MT,1.1517887894318861e-07
cat__Model_Creta SX Plus 1.6 CRDI Dual Tone,1.1509171172471451e-07
cat__Model_XUV500 W8 1.99 [2016-2017],1.1352139298358336e-07
cat__Model_Grand i10 Magna U2 1.2 CRDi,1.1349230845708562e-07
cat__Model_XUV500 W10 AWD,1.1242735988652543e-07
cat__Model_Amaze 1.2 E MT Petrol [2018-2020],1.1146867094593459e-07
cat__Model_Wagon R VXi 1.2,1.0918025747516163e-07
cat__Model_Swift DZire ZDI AMT,1.0908548890774796e-07
cat__Model_SX4 VXi,1.0902727163815549e-07
cat__Location_Warangal,1.0793967105873875e-07
cat__Model_Alto LXi CNG,1.060814486023471e-07
cat__Model_Tiago Revotron XZA,1.05432826149292e-07
cat__Location_Roorkee,1.0475672056646663e-07
cat__Model_Terrano XL D Plus,1.038668489131185e-07
cat__Model_Creta 1.6 SX Plus Special Edition,1.0383214923525094e-07
cat__Model_Ertiga ZXi AT,1.0334029307959894e-07
cat__Model_Elite i20 Sportz 1.2 (O),1.0319378397533349e-07
cat__Model_Venue SX 1.5 CRDi,1.027682620308916e-07
cat__Model_DZire LDi,1.0266123333243954e-07
cat__Model_Amaze 1.5 E i-DTEC,1.0239990769666501e-07
cat__Model_TUV300 T8,1.0134902016831456e-07
cat__Model_Seltos GTX Plus 1.4 [2020-2021],1.0124028864629318e-07
cat__Model_Swift DZire LXI,1.0119286018018962e-07
cat__Model_Bolero SLX 2WD,1.0113193710903995e-07
cat__Model_Baleno Sigma 1.2,1.0091697182183466e-07
cat__Model_Elite i20 Asta 1.2 AT,1.0083883856154519e-07
cat__Model_Etios 1.2 G,1.0016069727107092e-07
cat__Model_Aspire Titanium1.5 TDCi,9.960852448291754e-08
cat__Model_Tigor XZA Plus,9.910463249093388e-08
cat__Model_WR-V VX MT Petrol,9.813280462983962e-08
cat__Model_Swift Lxi (O) [2014-2017],9.798147507699292e-08
cat__Model_Verna EX 1.6 CRDi [2017-2018],9.798051733360973e-08
cat__Model_Ciaz ZXI+,9.767415152987702e-08
cat__Model_Grand i10 Asta 1.1 CRDi [2013-2016],9.756102270719977e-08
cat__Model_TUV300 T6 Plus AMT,9.746518209928951e-08
cat__Model_Verna 1.6 VTVT S,9.737639142959067e-08
cat__Model_Seltos HTK Plus 1.5 Diesel,9.6654153831396e-08
cat__Model_Go D,9.64513158523651e-08
cat__Model_Kwid RXT [2015-2019],9.494621966043863e-08
cat__Model_Elite i20 Asta 1.4 CRDI,9.384685535504984e-08
cat__Model_Etios Liva VD Dual Tone,9.360749142190676e-08
cat__Model_Duster 85 PS RXS 4X2 MT Diesel,9.358312975487554e-08
cat__Model_Amaze 1.2 E i-VTEC,9.329257001994869e-08
cat__Model_Nano Base,9.318967340268373e-08
cat__Model_2 Series Gran Coupe 220d M Sport [2020-2021],9.3077844078603e-08
cat__Model_Swift DZire VXi,9.176680672408616e-08
cat__Model_Eon Era +,9.157588590610262e-08
cat__Model_3-Series 320i Luxury Line,9.130612762686199e-08
cat__Model_i10 Magna 1.2 Kappa2,9.129652870508087e-08
cat__Model_TUV300 T10,9.050688847760638e-08
cat__Model_Elite i20 Asta 1.2 [2016-2017],9.01723159518008e-08
cat__Model_Xylo D4,8.816371866411466e-08
cat__Model_i10 Sportz 1.2,8.801345847806846e-08
cat__Model_Alto VXi,8.791659808695421e-08
cat__Model_Elite i20 Asta 1.0 Turbo IMT Dual Tone,8.72115901570528e-08
cat__Model_Alto 800 Std,8.70866120587995e-08
cat__Model_Verna SX (O) 1.6 CRDi,8.618168258715412e-08
cat__Model_Grand i10 Sports Edition 1.2L Kappa VTVT,8.600209933174839e-08
cat__Model_Vitara Brezza ZDi+ Dual Tone [2017-2018],8.515277290666071e-08
cat__Model_City SV Diesel,8.473500803607229e-08
cat__Model_Santro GL (CNG),8.456464347485231e-08
cat__Model_Safari 2.2 VX 4x2,8.252336497544231e-08
cat__Model_Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],8.156116878871866e-08
cat__Location_Bulandshahar,8.084124507970125e-08
cat__Model_XUV500 W8,8.06855948359696e-08
cat__Model_XUV500 W6 2013,7.961792030757028e-08
cat__Model_Duster 85 PS RxL Diesel,7.941170126418416e-08
cat__Model_City 1.5 E MT,7.825874101284905e-08
cat__Model_Wagon R LXi,7.692962961286995e-08
cat__Model_Creta EX 1.4 CRDi,7.677255486126295e-08
cat__Model_Urban Cruiser Premium Grade AT,7.600225416201806e-08
cat__Model_XUV500 W6,7.57160365686001e-08
cat__Model_Swift ZDi Plus,7.431476374699714e-08
cat__Model_Bolero SLE BS III,7.408937750904758e-08
cat__Model_Eon Magna [2011-2012],7.37158481852617e-08
cat__Model_Alto 800 Lxi,7.225751782376411e-08
cat__Model_Elite i20 Magna 1.2 [2016-2017],7.201001347970744e-08
cat__Model_Etios GD,7.17722483368564e-08
cat__Model_Zest XM 75 PS Diesel,7.16756713428177e-08
cat__Model_Ciaz Zeta 1.4 AT,7.150417967374211e-08
cat__Model_Vento Highline Plus 1.2 (P) AT 16 Alloy,7.116224262440753e-08
cat__Model_Fabia Elegance 1.6 MPI,7.065446043595291e-08
cat__Model_Glanza G CVT,7.046061516130745e-08
cat__Model_Ertiga VDI SHVS,7.017403669851357e-08
cat__Model_Wagon R LXI ABS,7.001415903771614e-08
cat__Model_Elite i20 Asta 1.2,6.959336836751168e-08
cat__Model_Tigor Revotorq XT,6.914122699213993e-08
cat__Model_Baleno Alpha 1.3,6.870951055087628e-08
cat__Model_Ecosport Trend 1.5 TDCi,6.805396115200419e-08
cat__Model_Polo 1.5 TDI,6.754279119093071e-08
cat__Model_Verna Fluidic 1.6 CRDi SX Opt,6.725500234093252e-08
cat__Model_Elite i20 Magna 1.4 CRDI [2016-2017],6.646833977035441e-08
cat__Location_Nagpur,6.617388619090486e-08
cat__Model_Tiago Revotron XTA [2017-2019],6.542032416447675e-08
cat__Model_Terrano XL D THP 110 PS,6.52410861365151e-08
cat__Model_Xcent SX 1.1 CRDi,6.290578749222349e-08
cat__Model_Elite i20 Sportz 1.4 CRDI,6.268163669737428e-08
cat__Model_Tiago Revotron XZA [2017-2019],6.216525777072398e-08
cat__Model_WR-V S MT Petrol,6.18913519734922e-08
cat__Model_Alto VXi (O),6.108065953168174e-08
cat__Model_Aura S 1.2 CNG,6.0620705347965e-08
cat__Location_Ernakulam,6.031365426753554e-08
cat__Model_Celerio ZXi [2017-2019],5.8983232437797086e-08
cat__Model_Swift VDi AMT [2018-2019],5.861361603489654e-08
cat__Model_Kiger RXT Turbo CVT,5.8084890971976506e-08
cat__Model_Vento Comfortline Diesel,5.737582487057845e-08
cat__Model_i10 Sportz 1.2 Kappa2,5.702725958595355e-08
cat__Model_i20 Active 1.2 SX,5.67407910891465e-08
cat__Model_Ciaz ZDi SHVS,5.609451334400493e-08
cat__Model_Celerio VXi,5.4996918054673243e-08
cat__Location_Deoghar,5.481124615943025e-08
cat__Model_Fiesta Style Diesel [2011-2014],5.411693926434618e-08
cat__Make_Fiat,5.385471499769583e-08
cat__Model_Elite i20 Sportz 1.2 [2016-2017],5.382553922650108e-08
cat__Model_Wagon R VXI+,5.3433560664828344e-08
cat__Model_Xcent S 1.1 CRDi Special Edition,5.324046518491137e-08
cat__Model_Baleno Delta 1.3,5.2731027916952734e-08
